employee_id,department,position,salary,years_experience,performance_score,hiring_date,attrition_risk,status
EMP0250,IT,Senior,92565.1,0.5,95.3,2019-12-28 08:10:34.869739488,0.494,Stable
EMP0251,IT,Senior,96401.99,3.0,77.1,2020-01-04 15:49:25.130260544,0.388,Stable
EMP0252,Operations,Junior,76410.52,7.1,66.5,2020-01-11 23:28:15.390781568,0.633,Stable
EMP0253,IT,Director,111695.13,2.1,60.5,2020-01-19 07:07:05.651302624,0.704,High Risk
EMP0254,Operations,Junior,54497.05,5.5,82.4,2020-01-26 14:45:55.911823648,0.004,Stable
EMP0255,Marketing,Mid,59704.27,7.9,81.1,2020-02-02 22:24:46.172344704,0.167,Stable
EMP0256,Operations,Junior,40000.0,13.1,88.8,2020-02-10 06:03:36.432865728,0.713,High Risk
EMP0257,Operations,Senior,102594.83,1.3,95.6,2020-02-17 13:42:26.693386784,0.666,Stable
EMP0258,IT,Junior,84415.86,2.5,63.2,2020-02-24 21:21:16.953907840,0.966,High Risk
EMP0259,IT,Director,40000.0,0.8,89.3,2020-03-03 05:00:07.214428864,0.761,High Risk
EMP0260,Sales,Manager,40000.0,24.5,67.5,2020-03-10 12:38:57.474949920,0.951,High Risk
EMP0261,Sales,Junior,48821.08,13.1,94.3,2020-03-17 20:17:47.735470944,0.703,High Risk
EMP0262,Marketing,Director,98809.74,3.9,92.8,2020-03-25 03:56:37.995992000,0.298,Stable
EMP0263,Sales,Director,65989.19,9.2,81.6,2020-04-01 11:35:28.256513024,0.105,Stable
EMP0264,Operations,Senior,50856.39,3.7,88.4,2020-04-08 19:14:18.517034080,0.782,High Risk
EMP0265,IT,Director,44816.52,4.9,72.6,2020-04-16 02:53:08.777555136,0.644,Stable
EMP0266,Sales,Director,43472.64,0.5,78.8,2020-04-23 10:31:59.038076160,0.048,Stable
EMP0267,Sales,Director,40000.0,7.0,92.9,2020-04-30 18:10:49.298597216,0.36,Stable
EMP0268,Marketing,Director,40000.0,0.7,78.4,2020-05-08 01:49:39.559118240,0.957,High Risk
EMP0269,HR,Mid,42882.66,8.7,74.3,2020-05-15 09:28:29.819639296,0.5,Stable
EMP0270,Marketing,Mid,95478.7,7.6,79.8,2020-05-22 17:07:20.080160320,0.433,Stable
EMP0271,Operations,Senior,70028.31,6.2,93.1,2020-05-30 00:46:10.340681376,0.458,Stable
EMP0272,IT,Junior,50232.45,0.2,73.4,2020-06-06 08:25:00.601202400,0.209,Stable
EMP0273,Marketing,Director,144291.68,1.8,67.0,2020-06-13 16:03:50.861723456,0.369,Stable
EMP0274,Sales,Junior,55083.09,1.5,88.5,2020-06-20 23:42:41.122244512,0.37,Stable
EMP0275,IT,Junior,110013.09,2.2,93.0,2020-06-28 07:21:31.382765536,0.052,Stable
EMP0276,IT,Senior,123633.26,0.5,64.0,2020-07-05 15:00:21.643286592,0.768,High Risk
EMP0277,Sales,Director,40000.0,13.8,69.6,2020-07-12 22:39:11.903807616,0.417,Stable
EMP0278,Marketing,Director,77218.89,4.0,65.7,2020-07-20 06:18:02.164328672,0.822,High Risk
EMP0279,Sales,Manager,59473.99,1.8,73.9,2020-07-27 13:56:52.424849696,0.85,High Risk
EMP0280,HR,Junior,57032.27,2.5,78.0,2020-08-03 21:35:42.685370752,0.212,Stable
EMP0281,IT,Junior,91661.3,3.0,90.0,2020-08-11 05:14:32.945891808,0.657,Stable
EMP0282,Finance,Mid,56313.89,4.6,86.0,2020-08-18 12:53:23.206412832,0.472,Stable
EMP0283,Finance,Manager,60120.93,3.6,84.8,2020-08-25 20:32:13.466933888,0.88,High Risk
EMP0284,Operations,Mid,69956.55,12.6,74.1,2020-09-02 04:11:03.727454912,0.216,Stable
EMP0285,Sales,Mid,63798.02,3.4,93.7,2020-09-09 11:49:53.987975968,0.678,Stable
EMP0286,Sales,Mid,40000.0,24.2,78.9,2020-09-16 19:28:44.248496992,0.608,Stable
EMP0287,Operations,Senior,98877.2,9.5,99.2,2020-09-24 03:07:34.509018048,0.295,Stable
EMP0288,Operations,Senior,106455.93,1.2,85.4,2020-10-01 10:46:24.769539104,0.137,Stable
EMP0289,Operations,Mid,85308.56,13.3,65.1,2020-10-08 18:25:15.030060128,0.652,Stable
EMP0290,IT,Manager,63703.42,0.6,87.0,2020-10-16 02:04:05.290581184,0.739,High Risk
EMP0291,HR,Junior,53843.68,8.5,73.0,2020-10-23 09:42:55.551102208,0.316,Stable
EMP0292,Sales,Manager,53891.4,2.4,87.5,2020-10-30 17:21:45.811623264,0.645,Stable
EMP0293,IT,Director,145721.29,10.5,62.8,2020-11-07 01:00:36.072144288,0.395,Stable
EMP0294,Operations,Senior,103135.15,10.1,67.0,2020-11-14 08:39:26.332665344,0.713,High Risk
EMP0295,Sales,Junior,49796.7,8.2,94.2,2020-11-21 16:18:16.593186400,0.199,Stable
EMP0296,IT,Junior,79940.93,7.8,69.1,2020-11-28 23:57:06.853707424,0.89,High Risk
EMP0297,HR,Director,64123.95,1.8,93.5,2020-12-06 07:35:57.114228480,0.287,Stable
EMP0298,IT,Director,92514.01,0.4,71.2,2020-12-13 15:14:47.374749504,0.368,Stable
EMP0299,HR,Mid,91304.97,2.6,85.7,2020-12-20 22:53:37.635270560,0.058,Stable
EMP0300,Operations,Senior,107508.29,1.0,87.8,2020-12-28 06:32:27.895791584,0.112,Stable
EMP0301,HR,Senior,49483.31,5.9,80.5,2021-01-04 14:11:18.156312640,0.516,Stable
EMP0302,Sales,Manager,78142.06,2.1,72.2,2021-01-11 21:50:08.416833664,0.268,Stable
EMP0303,Operations,Mid,40000.0,18.6,68.5,2021-01-19 05:28:58.677354720,0.835,High Risk
EMP0304,Sales,Mid,40000.0,5.1,61.3,2021-01-26 13:07:48.937875776,0.015,Stable
EMP0305,Finance,Mid,101523.03,8.6,72.2,2021-02-02 20:46:39.198396800,0.379,Stable
EMP0306,Marketing,Mid,46479.49,0.7,86.1,2021-02-10 04:25:29.458917856,0.337,Stable
EMP0307,HR,Senior,49772.74,9.9,97.5,2021-02-17 12:04:19.719438880,0.019,Stable
EMP0308,Marketing,Senior,74751.66,12.8,94.8,2021-02-24 19:43:09.979959936,0.124,Stable
EMP0309,Marketing,Mid,95842.83,3.3,90.6,2021-03-04 03:22:00.240480960,0.414,Stable
EMP0310,HR,Manager,43175.2,4.7,91.5,2021-03-11 11:00:50.501002016,0.493,Stable
EMP0311,Operations,Junior,40000.0,7.2,86.6,2021-03-18 18:39:40.761523072,0.404,Stable
EMP0312,Finance,Junior,48893.3,1.0,70.4,2021-03-26 02:18:31.022044096,0.531,Stable
EMP0313,Sales,Manager,111168.84,3.5,96.3,2021-04-02 09:57:21.282565152,0.595,Stable
EMP0314,IT,Mid,85294.05,2.5,86.8,2021-04-09 17:36:11.543086176,0.01,Stable
EMP0315,Sales,Senior,114716.24,0.8,82.4,2021-04-17 01:15:01.803607232,0.464,Stable
EMP0316,IT,Junior,41045.52,2.3,64.4,2021-04-24 08:53:52.064128256,0.963,High Risk
EMP0317,Sales,Director,40000.0,0.4,77.9,2021-05-01 16:32:42.324649312,0.519,Stable
EMP0318,HR,Director,88876.46,0.1,78.4,2021-05-09 00:11:32.585170368,0.678,Stable
EMP0319,Finance,Manager,82200.68,0.7,94.6,2021-05-16 07:50:22.845691392,0.312,Stable
EMP0320,IT,Mid,84166.63,16.5,81.9,2021-05-23 15:29:13.106212448,0.774,High Risk
EMP0321,Operations,Junior,102989.9,4.0,75.2,2021-05-30 23:08:03.366733472,0.773,High Risk
EMP0322,Sales,Mid,87650.55,16.9,99.1,2021-06-07 06:46:53.627254528,0.521,Stable
EMP0323,Sales,Junior,87168.53,2.8,64.4,2021-06-14 14:25:43.887775552,0.976,High Risk
EMP0324,IT,Manager,96450.21,1.9,76.9,2021-06-21 22:04:34.148296608,0.126,Stable
EMP0325,Operations,Manager,90072.5,3.5,61.7,2021-06-29 05:43:24.408817664,0.017,Stable
EMP0326,Operations,Director,100723.38,2.9,89.6,2021-07-06 13:22:14.669338688,0.77,High Risk
EMP0327,HR,Mid,105255.62,0.6,96.7,2021-07-13 21:01:04.929859744,0.807,High Risk
EMP0328,HR,Director,120950.66,5.1,71.2,2021-07-21 04:39:55.190380768,0.12,Stable
EMP0329,HR,Mid,55524.26,1.2,94.3,2021-07-28 12:18:45.450901824,0.266,Stable
EMP0330,HR,Director,89416.86,4.8,71.7,2021-08-04 19:57:35.711422848,0.018,Stable
EMP0331,HR,Senior,63890.3,5.3,96.4,2021-08-12 03:36:25.971943904,0.293,Stable
EMP0332,HR,Senior,49993.23,0.8,90.2,2021-08-19 11:15:16.232464928,0.773,High Risk
EMP0333,Finance,Senior,54313.79,0.3,92.2,2021-08-26 18:54:06.492985984,0.518,Stable
EMP0334,Operations,Senior,89848.67,7.6,60.7,2021-09-03 02:32:56.753507040,0.348,Stable
EMP0335,HR,Junior,87547.58,3.1,98.5,2021-09-10 10:11:47.014028064,0.372,Stable
EMP0336,Operations,Senior,87012.36,0.3,89.1,2021-09-17 17:50:37.274549120,0.001,Stable
EMP0337,Operations,Manager,68228.59,26.4,72.2,2021-09-25 01:29:27.535070144,0.3,Stable
EMP0338,Marketing,Manager,75102.44,0.3,93.2,2021-10-02 09:08:17.795591200,0.646,Stable
EMP0339,Finance,Junior,99532.58,5.9,71.3,2021-10-09 16:47:08.056112224,0.974,High Risk
EMP0340,HR,Senior,40000.0,20.6,94.9,2021-10-17 00:25:58.316633280,0.847,High Risk
EMP0341,Sales,Senior,75739.26,1.4,64.5,2021-10-24 08:04:48.577154336,0.024,Stable
EMP0342,IT,Senior,77698.68,0.8,88.1,2021-10-31 15:43:38.837675360,0.899,High Risk
EMP0343,Sales,Director,97599.13,0.6,81.6,2021-11-07 23:22:29.098196416,0.783,High Risk
EMP0344,Finance,Mid,40000.0,1.8,63.9,2021-11-15 07:01:19.358717440,0.78,High Risk
EMP0345,IT,Director,119854.01,0.5,69.7,2021-11-22 14:40:09.619238496,0.458,Stable
EMP0346,Finance,Mid,81408.91,5.9,60.5,2021-11-29 22:18:59.879759520,0.398,Stable
EMP0347,Operations,Senior,82997.42,0.3,78.8,2021-12-07 05:57:50.140280576,0.303,Stable
EMP0348,IT,Senior,62958.61,3.6,72.1,2021-12-14 13:36:40.400801632,0.066,Stable
EMP0349,Operations,Director,91140.67,28.6,83.9,2021-12-21 21:15:30.661322656,0.228,Stable
EMP0350,Sales,Director,76438.62,8.4,71.9,2021-12-29 04:54:20.921843712,0.247,Stable
EMP0351,Sales,Mid,111269.46,4.8,72.0,2022-01-05 12:33:11.182364736,0.484,Stable
EMP0352,IT,Manager,40000.0,1.8,89.7,2022-01-12 20:12:01.442885792,0.747,High Risk
EMP0353,IT,Mid,80266.37,4.9,61.9,2022-01-20 03:50:51.703406816,0.474,Stable
EMP0354,HR,Director,87255.37,3.7,96.1,2022-01-27 11:29:41.963927872,0.058,Stable
EMP0355,Finance,Director,69408.83,2.8,94.1,2022-02-03 19:08:32.224448928,0.958,High Risk
EMP0356,HR,Junior,62860.03,0.7,86.7,2022-02-11 02:47:22.484969952,0.943,High Risk
EMP0357,Finance,Director,64111.28,10.9,83.7,2022-02-18 10:26:12.745491008,0.785,High Risk
EMP0358,HR,Junior,80239.18,3.0,95.7,2022-02-25 18:05:03.006012032,0.991,High Risk
EMP0359,Operations,Manager,40000.0,1.1,67.4,2022-03-05 01:43:53.266533088,0.544,Stable
EMP0360,IT,Mid,103950.45,2.3,63.2,2022-03-12 09:22:43.527054112,0.963,High Risk
EMP0361,Sales,Mid,60596.04,2.7,69.6,2022-03-19 17:01:33.787575168,0.076,Stable
EMP0362,Finance,Junior,78834.08,8.8,91.8,2022-03-27 00:40:24.048096192,0.366,Stable
EMP0363,Finance,Mid,86013.07,6.6,61.4,2022-04-03 08:19:14.308617248,0.225,Stable
EMP0364,Sales,Director,59225.84,7.3,83.3,2022-04-10 15:58:04.569138304,0.196,Stable
EMP0365,HR,Senior,71068.85,0.1,99.8,2022-04-17 23:36:54.829659328,0.141,Stable
EMP0366,Finance,Junior,40000.0,2.7,94.2,2022-04-25 07:15:45.090180384,0.622,Stable
EMP0367,Operations,Mid,96963.71,3.3,80.9,2022-05-02 14:54:35.350701408,0.781,High Risk
EMP0368,IT,Junior,107402.07,0.1,62.5,2022-05-09 22:33:25.611222464,0.578,Stable
EMP0369,Sales,Junior,40000.0,1.5,93.3,2022-05-17 06:12:15.871743488,0.147,Stable
EMP0370,IT,Senior,62805.21,7.1,84.0,2022-05-24 13:51:06.132264544,0.811,High Risk
EMP0371,Finance,Director,40000.0,0.7,64.6,2022-05-31 21:29:56.392785600,0.636,Stable
EMP0372,Finance,Junior,69667.79,3.8,63.8,2022-06-08 05:08:46.653306624,0.388,Stable
EMP0373,Sales,Mid,94459.09,1.2,96.4,2022-06-15 12:47:36.913827680,0.674,Stable
EMP0374,Operations,Manager,104619.27,0.1,86.8,2022-06-22 20:26:27.174348704,0.26,Stable
EMP0375,Marketing,Junior,108655.6,1.4,93.2,2022-06-30 04:05:17.434869760,0.345,Stable
EMP0376,Sales,Junior,114316.31,18.6,95.2,2022-07-07 11:44:07.695390784,0.917,High Risk
EMP0377,Marketing,Senior,68327.62,8.1,82.9,2022-07-14 19:22:57.955911840,0.291,Stable
EMP0378,HR,Director,40591.24,16.0,80.7,2022-07-22 03:01:48.216432896,0.47,Stable
EMP0379,Marketing,Manager,71562.29,3.3,77.2,2022-07-29 10:40:38.476953920,0.89,High Risk
EMP0380,Operations,Mid,93998.03,0.6,72.7,2022-08-05 18:19:28.737474976,0.708,High Risk
EMP0381,HR,Manager,40000.0,4.0,77.4,2022-08-13 01:58:18.997996000,0.062,Stable
EMP0382,Marketing,Mid,124804.11,3.0,91.0,2022-08-20 09:37:09.258517056,0.147,Stable
EMP0383,HR,Director,101936.66,9.3,84.1,2022-08-27 17:15:59.519038080,0.008,Stable
EMP0384,Marketing,Mid,68802.98,0.5,95.7,2022-09-04 00:54:49.779559136,0.631,Stable
EMP0385,Operations,Senior,53673.84,3.3,77.7,2022-09-11 08:33:40.040080192,0.448,Stable
EMP0386,Marketing,Senior,54926.37,0.8,84.3,2022-09-18 16:12:30.300601216,0.134,Stable
EMP0387,Marketing,Senior,77226.19,2.0,85.3,2022-09-25 23:51:20.561122272,0.958,High Risk
EMP0388,Marketing,Senior,68117.92,6.7,83.7,2022-10-03 07:30:10.821643296,0.53,Stable
EMP0389,Sales,Manager,103515.08,3.2,88.1,2022-10-10 15:09:01.082164352,0.242,Stable
EMP0390,Sales,Director,64710.73,2.4,69.5,2022-10-17 22:47:51.342685376,0.501,Stable
EMP0391,Sales,Mid,90165.05,2.5,80.5,2022-10-25 06:26:41.603206432,0.68,Stable
EMP0392,Operations,Mid,74132.25,3.1,64.2,2022-11-01 14:05:31.863727456,0.076,Stable
EMP0393,HR,Senior,83090.08,7.7,75.4,2022-11-08 21:44:22.124248512,0.275,Stable
EMP0394,Finance,Senior,68098.31,11.1,79.5,2022-11-16 05:23:12.384769568,0.807,High Risk
EMP0395,Marketing,Junior,96231.47,15.5,86.1,2022-11-23 13:02:02.645290592,0.46,Stable
EMP0396,Marketing,Director,96676.2,7.7,98.0,2022-11-30 20:40:52.905811648,0.547,Stable
EMP0397,Operations,Manager,88797.87,1.9,84.0,2022-12-08 04:19:43.166332672,0.433,Stable
EMP0398,Marketing,Mid,93225.43,5.8,89.7,2022-12-15 11:58:33.426853728,0.044,Stable
EMP0399,Sales,Junior,46668.94,2.9,80.3,2022-12-22 19:37:23.687374752,0.166,Stable
EMP0400,Finance,Junior,84697.37,1.5,85.4,2022-12-30 03:16:13.947895808,0.446,Stable
EMP0401,IT,Mid,112476.05,9.2,62.8,2023-01-06 10:55:04.208416864,0.209,Stable
EMP0402,Marketing,Manager,89742.14,0.2,70.2,2023-01-13 18:33:54.468937888,0.05,Stable
EMP0403,Sales,Junior,44078.47,11.6,74.5,2023-01-21 02:12:44.729458944,0.844,High Risk
EMP0404,IT,Junior,73507.0,3.1,78.9,2023-01-28 09:51:34.989979968,0.981,High Risk
EMP0405,Finance,Director,86249.34,5.1,61.8,2023-02-04 17:30:25.250501024,0.793,High Risk
EMP0406,IT,Manager,52278.01,5.4,65.6,2023-02-12 01:09:15.511022048,0.854,High Risk
EMP0407,Sales,Junior,40000.0,11.3,71.1,2023-02-19 08:48:05.771543104,0.242,Stable
EMP0408,HR,Manager,65517.06,5.1,98.9,2023-02-26 16:26:56.032064160,0.961,High Risk
EMP0409,HR,Mid,52775.03,4.8,73.3,2023-03-06 00:05:46.292585184,0.197,Stable
EMP0410,IT,Senior,74571.33,0.3,79.3,2023-03-13 07:44:36.553106240,0.951,High Risk
EMP0411,Operations,Junior,40000.0,3.7,67.8,2023-03-20 15:23:26.813627264,0.995,High Risk
EMP0412,IT,Director,91941.03,0.8,84.4,2023-03-27 23:02:17.074148320,0.712,High Risk
EMP0413,Marketing,Mid,55961.85,6.7,71.2,2023-04-04 06:41:07.334669344,0.981,High Risk
EMP0414,Marketing,Manager,104872.57,3.6,68.3,2023-04-11 14:19:57.595190400,0.57,Stable
EMP0415,HR,Mid,66693.03,5.7,80.7,2023-04-18 21:58:47.855711424,0.26,Stable
EMP0416,Operations,Junior,74238.33,0.2,60.2,2023-04-26 05:37:38.116232480,0.437,Stable
EMP0417,Sales,Manager,69808.95,0.4,60.3,2023-05-03 13:16:28.376753536,0.594,Stable
EMP0418,Marketing,Senior,54355.21,6.3,68.8,2023-05-10 20:55:18.637274560,0.073,Stable
EMP0419,HR,Mid,149168.38,0.4,61.5,2023-05-18 04:34:08.897795616,0.622,Stable
EMP0420,Finance,Junior,60124.01,0.4,64.3,2023-05-25 12:12:59.158316640,0.981,High Risk
EMP0421,HR,Director,105705.65,0.1,73.6,2023-06-01 19:51:49.418837696,0.19,Stable
EMP0422,Marketing,Manager,42191.13,15.7,92.1,2023-06-09 03:30:39.679358720,0.793,High Risk
EMP0423,Marketing,Mid,86163.94,6.7,82.9,2023-06-16 11:09:29.939879776,0.908,High Risk
EMP0424,HR,Mid,89366.16,2.2,80.5,2023-06-23 18:48:20.200400832,0.944,High Risk
EMP0425,Sales,Senior,74274.69,1.8,71.7,2023-07-01 02:27:10.460921856,0.96,High Risk
EMP0426,IT,Senior,57869.86,2.2,97.3,2023-07-08 10:06:00.721442912,0.521,Stable
EMP0427,Marketing,Director,67100.34,7.5,75.9,2023-07-15 17:44:50.981963936,0.977,High Risk
EMP0428,HR,Director,62901.31,5.4,63.5,2023-07-23 01:23:41.242484992,0.757,High Risk
EMP0429,HR,Junior,147060.79,1.0,84.7,2023-07-30 09:02:31.503006016,0.162,Stable
EMP0430,Operations,Junior,74321.91,1.0,64.6,2023-08-06 16:41:21.763527072,0.477,Stable
EMP0431,IT,Director,90746.66,0.5,73.8,2023-08-14 00:20:12.024048128,0.718,High Risk
EMP0432,Finance,Director,128448.75,5.4,80.3,2023-08-21 07:59:02.284569152,0.247,Stable
EMP0433,Sales,Manager,48710.44,7.2,95.0,2023-08-28 15:37:52.545090208,0.641,Stable
EMP0434,Finance,Senior,76129.81,1.5,79.7,2023-09-04 23:16:42.805611232,0.667,Stable
EMP0435,IT,Junior,66924.42,0.1,88.1,2023-09-12 06:55:33.066132288,0.163,Stable
EMP0436,IT,Senior,72415.85,0.4,99.7,2023-09-19 14:34:23.326653312,0.565,Stable
EMP0437,IT,Senior,69629.64,17.2,65.3,2023-09-26 22:13:13.587174368,0.772,High Risk
EMP0438,Finance,Director,53043.69,1.8,71.0,2023-10-04 05:52:03.847695424,0.499,Stable
EMP0439,IT,Manager,80862.31,7.3,75.8,2023-10-11 13:30:54.108216448,0.012,Stable
EMP0440,HR,Mid,43121.02,4.9,76.9,2023-10-18 21:09:44.368737504,0.009,Stable
EMP0441,Finance,Manager,104666.48,2.4,76.4,2023-10-26 04:48:34.629258528,0.357,Stable
EMP0442,IT,Manager,93699.29,1.2,96.3,2023-11-02 12:27:24.889779584,0.926,High Risk
EMP0443,HR,Senior,60196.12,0.6,88.6,2023-11-09 20:06:15.150300608,0.229,Stable
EMP0444,Operations,Manager,61650.5,4.8,84.3,2023-11-17 03:45:05.410821664,0.634,Stable
EMP0445,IT,Junior,83265.32,7.5,72.4,2023-11-24 11:23:55.671342688,0.222,Stable
EMP0446,Finance,Senior,51043.64,5.2,93.0,2023-12-01 19:02:45.931863744,0.322,Stable
EMP0447,Marketing,Junior,129359.4,3.8,98.2,2023-12-09 02:41:36.192384800,0.848,High Risk
EMP0448,IT,Mid,85737.77,0.2,92.8,2023-12-16 10:20:26.452905824,0.729,High Risk
EMP0449,Marketing,Senior,86797.89,17.3,60.1,2023-12-23 17:59:16.713426880,0.095,Stable
EMP0450,HR,Mid,95443.35,8.0,85.5,2023-12-31 01:38:06.973947904,0.429,Stable
EMP0451,Operations,Senior,57616.1,1.7,62.0,2024-01-07 09:16:57.234468960,0.029,Stable
EMP0452,Sales,Director,107670.3,19.6,70.3,2024-01-14 16:55:47.494989984,0.481,Stable
EMP0453,Operations,Manager,78436.0,4.6,62.4,2024-01-22 00:34:37.755511040,0.662,Stable
EMP0454,IT,Director,103504.36,4.4,84.2,2024-01-29 08:13:28.016032096,0.119,Stable
EMP0455,Marketing,Mid,69061.41,6.9,87.5,2024-02-05 15:52:18.276553120,0.289,Stable
EMP0456,Marketing,Manager,114518.35,8.4,64.6,2024-02-12 23:31:08.537074176,0.398,Stable
EMP0457,Finance,Senior,87040.31,5.3,75.4,2024-02-20 07:09:58.797595200,0.92,High Risk
EMP0458,Marketing,Manager,140475.21,0.7,78.2,2024-02-27 14:48:49.058116224,0.993,High Risk
EMP0459,Finance,Junior,63914.35,2.1,74.8,2024-03-05 22:27:39.318637312,0.045,Stable
EMP0460,HR,Manager,81136.48,13.2,64.8,2024-03-13 06:06:29.579158336,0.761,High Risk
EMP0461,Sales,Junior,44052.71,1.3,76.8,2024-03-20 13:45:19.839679360,0.372,Stable
EMP0462,IT,Manager,59121.05,2.3,90.0,2024-03-27 21:24:10.100200448,0.392,Stable
EMP0463,Finance,Junior,93560.6,2.8,62.8,2024-04-04 05:03:00.360721472,0.754,High Risk
EMP0464,Sales,Mid,108879.73,2.9,63.2,2024-04-11 12:41:50.621242496,0.918,High Risk
EMP0465,Marketing,Director,163950.31,4.7,74.2,2024-04-18 20:20:40.881763520,0.951,High Risk
EMP0466,Marketing,Senior,72101.13,14.3,97.7,2024-04-26 03:59:31.142284608,0.577,Stable
EMP0467,Sales,Manager,47003.6,1.4,86.7,2024-05-03 11:38:21.402805632,0.357,Stable
EMP0468,Marketing,Director,97599.77,0.6,87.1,2024-05-10 19:17:11.663326656,0.788,High Risk
EMP0469,HR,Senior,41165.18,1.1,74.5,2024-05-18 02:56:01.923847744,0.251,Stable
EMP0470,HR,Senior,91928.32,10.9,83.7,2024-05-25 10:34:52.184368768,0.564,Stable
EMP0471,Sales,Junior,59932.33,5.2,60.4,2024-06-01 18:13:42.444889792,0.359,Stable
EMP0472,Finance,Mid,81347.85,1.7,85.4,2024-06-09 01:52:32.705410816,0.657,Stable
EMP0473,Finance,Mid,107731.38,8.5,96.5,2024-06-16 09:31:22.965931904,0.24,Stable
EMP0474,Sales,Director,71678.0,9.9,84.5,2024-06-23 17:10:13.226452928,0.192,Stable
EMP0475,Finance,Mid,102986.37,9.4,94.9,2024-07-01 00:49:03.486973952,0.918,High Risk
EMP0476,Finance,Manager,101194.76,12.6,89.0,2024-07-08 08:27:53.747495040,0.102,Stable
EMP0477,HR,Mid,40000.0,1.5,64.8,2024-07-15 16:06:44.008016064,0.506,Stable
EMP0478,Finance,Director,47951.98,7.0,96.1,2024-07-22 23:45:34.268537088,0.221,Stable
EMP0479,Operations,Mid,40000.0,3.1,62.7,2024-07-30 07:24:24.529058112,0.039,Stable
EMP0480,IT,Manager,135052.11,9.2,81.4,2024-08-06 15:03:14.789579200,0.036,Stable
EMP0481,Marketing,Junior,71838.24,6.5,65.7,2024-08-13 22:42:05.050100224,0.175,Stable
EMP0482,Operations,Director,128424.88,7.5,60.5,2024-08-21 06:20:55.310621248,0.867,High Risk
EMP0483,Finance,Junior,40000.0,5.3,76.9,2024-08-28 13:59:45.571142336,0.282,Stable
EMP0484,HR,Junior,57816.95,1.0,71.8,2024-09-04 21:38:35.831663360,0.95,High Risk
EMP0485,Sales,Junior,99014.95,3.9,79.4,2024-09-12 05:17:26.092184384,0.582,Stable
EMP0486,Finance,Senior,80378.24,20.9,83.1,2024-09-19 12:56:16.352705408,0.437,Stable
EMP0487,HR,Senior,90985.8,13.9,61.7,2024-09-26 20:35:06.613226496,0.58,Stable
EMP0488,IT,Junior,40000.0,0.2,64.9,2024-10-04 04:13:56.873747520,0.517,Stable
EMP0489,Finance,Director,116304.1,0.9,82.3,2024-10-11 11:52:47.134268544,0.759,High Risk
EMP0490,Sales,Manager,98310.48,0.7,73.7,2024-10-18 19:31:37.394789568,0.282,Stable
EMP0491,HR,Manager,87048.77,6.5,89.2,2024-10-26 03:10:27.655310656,0.353,Stable
EMP0492,HR,Mid,54431.69,8.5,86.1,2024-11-02 10:49:17.915831680,0.894,High Risk
EMP0493,HR,Director,84714.0,1.2,93.8,2024-11-09 18:28:08.176352704,0.946,High Risk
EMP0494,IT,Senior,66255.3,3.5,87.7,2024-11-17 02:06:58.436873792,0.893,High Risk
EMP0495,Finance,Junior,40000.0,9.2,77.2,2024-11-24 09:45:48.697394816,0.419,Stable
EMP0496,IT,Mid,73487.31,6.6,86.9,2024-12-01 17:24:38.957915840,0.78,High Risk
EMP0497,Marketing,Manager,70298.09,3.9,71.0,2024-12-09 01:03:29.218436864,0.476,Stable
EMP0498,Marketing,Senior,106872.05,4.5,72.3,2024-12-16 08:42:19.478957952,0.498,Stable
EMP0499,Finance,Senior,40000.0,3.6,91.6,2024-12-23 16:21:09.739478976,0.205,Stable
EMP0500,IT,Junior,82055.99,1.8,77.9,2024-12-31 00:00:00.000000000,0.591,Stable
